target_id,target_name,latitude_deg,longitude_deg,priority,release_step,deadline_step,duration,required_mode,required_resolution_m,required_swath_km,min_sun_elevation_deg,energy_cost,original_data_mb,compression_ratio,cooperation_mode,required_observers,max_coordination_gap_steps
train_000144,Train-Target-000144,-36.93188225,-140.47352334,7,9,158,1,sar,13.9032,85.8069,-90.0,5.0908,24.5805,0.266791,single,1,120
train_000068,Train-Target-000068,28.73427026,55.24139929,3,88,206,1,optical,4.3169,56.8047,8.0,6.0121,86.9873,0.237829,single,1,120
train_001553,Train-Target-001553,-11.71648494,-81.71679815,10,101,239,1,optical,2.4069,42.7461,8.0,4.7554,69.0767,0.391225,simultaneous,2,120
train_002016,Train-Target-002016,-42.07962445,121.32469738,3,35,96,1,optical,6.8838,37.0706,8.0,4.7099,42.7453,0.360609,single,1,120
train_000092,Train-Target-000092,40.67053259,-101.06711688,8,45,86,1,sar,14.4752,76.7896,-90.0,6.6297,44.1241,0.348005,single,1,120
train_000556,Train-Target-000556,-31.35058477,-132.66547575,9,58,177,1,sar,10.7640,105.5468,-90.0,5.8233,34.3127,0.241434,single,1,120
train_000979,Train-Target-000979,20.97520101,12.25242771,2,37,106,1,optical,3.2849,36.3189,8.0,6.9116,44.3444,0.237493,single,1,120
train_002943,Train-Target-002943,43.13305425,-42.58037758,8,77,189,1,optical,7.6898,41.7574,8.0,4.7227,35.2876,0.294844,simultaneous,2,120
train_002840,Train-Target-002840,-41.89961258,54.13950025,3,54,123,1,optical,7.1458,33.7425,8.0,5.3255,53.3521,0.182904,single,1,120
train_002253,Train-Target-002253,-17.44606474,13.01270736,10,97,205,1,optical,3.6384,52.7362,8.0,6.9098,22.0927,0.205284,single,1,120
train_001637,Train-Target-001637,-53.09564496,18.58062175,8,18,175,1,optical,2.9948,51.9315,8.0,7.3736,83.0473,0.314668,single,1,120
train_000771,Train-Target-000771,2.55662385,-103.27122392,10,44,169,1,sar,15.4583,75.7181,-90.0,4.6390,89.5487,0.411561,single,1,120
train_002571,Train-Target-002571,-64.39362190,-74.61497294,2,38,158,1,sar,20.7313,64.0727,-90.0,8.0692,29.1177,0.223763,single,1,120
train_002475,Train-Target-002475,-1.83622947,-154.82720408,3,115,225,1,optical,5.1851,61.0241,8.0,8.2821,78.9007,0.385455,single,1,120
train_002480,Train-Target-002480,64.81554175,138.09085820,8,31,111,1,optical,9.6785,22.3788,8.0,7.5012,49.2971,0.305229,single,1,120
train_000456,Train-Target-000456,41.11904820,119.41273479,1,70,127,1,sar,20.4615,92.6644,-90.0,5.8702,58.8910,0.255214,sequential,2,120
train_000597,Train-Target-000597,49.89759694,59.80646427,4,71,225,1,optical,2.5835,18.7462,8.0,7.0687,21.0778,0.181187,single,1,120
train_000485,Train-Target-000485,-70.80605911,28.44359799,5,119,237,1,optical,8.7569,59.4971,8.0,8.0889,57.7101,0.257227,single,1,120
train_001659,Train-Target-001659,-59.70321761,-81.24794912,10,2,95,1,infrared,31.9290,93.2385,-90.0,5.5338,30.1480,0.196122,sequential,2,120
train_000741,Train-Target-000741,-35.69199118,-49.70882775,8,60,191,1,sar,8.2864,50.9705,-90.0,7.3979,67.6126,0.361087,single,1,120
train_002519,Train-Target-002519,-1.38635044,-63.63658801,3,156,216,1,sar,10.2145,40.2138,-90.0,7.0340,36.1076,0.371401,sequential,2,120
train_001330,Train-Target-001330,75.82667444,-116.27862834,6,81,132,1,optical,6.9453,54.2575,8.0,5.7310,84.5068,0.346776,single,1,120
train_001000,Train-Target-001000,-41.27816700,-106.65893676,4,98,174,1,optical,9.2164,19.8178,8.0,5.7526,43.9504,0.398725,single,1,120
train_002199,Train-Target-002199,-45.03288542,176.25371556,9,70,184,1,optical,8.7510,44.5790,8.0,5.2159,73.2291,0.346342,simultaneous,2,120
train_002921,Train-Target-002921,-27.95911399,-46.04344560,2,21,121,1,optical,5.1694,47.4622,8.0,5.9277,34.0347,0.203240,single,1,120
train_000646,Train-Target-000646,2.85016797,29.23632363,3,37,143,1,optical,7.7286,49.1059,8.0,6.2726,74.5775,0.316540,sequential,2,120
train_002226,Train-Target-002226,7.30294231,20.81081173,9,184,232,1,infrared,36.3159,142.4086,-90.0,6.3458,39.6238,0.308589,single,1,120
train_000419,Train-Target-000419,22.13829923,-76.54122739,8,137,215,1,infrared,27.5929,60.4453,-90.0,8.3970,40.7804,0.257507,sequential,2,120
train_002655,Train-Target-002655,26.30436304,-152.68193490,2,20,105,1,optical,2.8405,60.5377,8.0,6.6547,47.8457,0.384768,single,1,120
train_002208,Train-Target-002208,2.52484847,-10.44982642,1,24,152,1,sar,21.7668,42.6568,-90.0,7.1153,41.4849,0.195628,single,1,120
train_001584,Train-Target-001584,7.38337451,41.00691763,10,29,158,1,optical,6.1616,13.0789,8.0,7.9216,64.8078,0.238070,single,1,120
train_002946,Train-Target-002946,23.75847128,39.90478850,1,69,201,1,sar,11.3034,87.6848,-90.0,6.2983,80.3028,0.407231,single,1,120
train_002201,Train-Target-002201,-45.78013491,-33.70977500,5,80,232,1,optical,7.3664,27.7886,8.0,6.4905,47.8999,0.447659,single,1,120
train_001048,Train-Target-001048,26.12774886,19.73183408,9,74,154,1,optical,4.6141,44.5910,8.0,6.7919,41.2562,0.344696,simultaneous,2,120
train_000726,Train-Target-000726,-41.26262170,-168.54228740,6,118,226,1,infrared,34.6076,62.7800,-90.0,7.0571,74.3308,0.180827,sequential,2,120
train_002180,Train-Target-002180,39.83514769,-125.17525489,9,110,204,1,infrared,37.3570,100.7987,-90.0,4.5815,84.5560,0.316117,sequential,2,120
train_000360,Train-Target-000360,-28.97479013,-13.84386960,5,165,224,1,optical,7.1725,41.3026,8.0,6.4596,55.9790,0.242577,single,1,120
train_002057,Train-Target-002057,66.50337477,170.58430273,8,76,214,1,sar,12.2593,79.6137,-90.0,6.2823,71.2203,0.278817,single,1,120
train_002292,Train-Target-002292,27.25311134,-175.25741020,5,56,117,1,sar,18.2419,48.4416,-90.0,7.3085,36.9204,0.303832,single,1,120
train_002858,Train-Target-002858,15.71852995,-90.79800433,7,147,210,1,sar,21.2021,99.8534,-90.0,7.1845,26.1412,0.228156,single,1,120
train_001658,Train-Target-001658,20.06930214,54.96131698,1,55,139,1,sar,15.4230,77.2271,-90.0,4.9869,30.4300,0.405513,single,1,120
train_001946,Train-Target-001946,-43.63606652,102.88659127,3,27,172,1,optical,8.0167,47.9548,8.0,5.9048,21.6506,0.197501,single,1,120
train_000205,Train-Target-000205,-52.56365422,-167.20988597,1,129,174,1,sar,13.0268,82.1188,-90.0,8.0009,75.6667,0.422455,single,1,120
train_002830,Train-Target-002830,34.37511606,137.26504275,10,82,232,1,sar,17.1925,80.1828,-90.0,5.7419,70.6872,0.330882,single,1,120
train_002389,Train-Target-002389,-29.98018608,-73.58418148,4,47,197,1,optical,4.9741,45.0585,8.0,7.4495,25.0457,0.269899,single,1,120
train_000179,Train-Target-000179,35.24861276,-23.68924063,9,61,139,1,infrared,32.1250,118.8088,-90.0,7.2681,73.6738,0.330802,single,1,120
train_002760,Train-Target-002760,26.31081729,50.34068677,3,53,140,1,optical,5.5582,11.2453,8.0,7.2760,72.0596,0.235271,single,1,120
train_000596,Train-Target-000596,-19.80005677,0.42401757,4,74,136,1,infrared,24.5133,60.0763,-90.0,4.5593,70.4138,0.249590,single,1,120
train_000512,Train-Target-000512,-20.51330274,10.30594361,5,47,133,1,optical,5.8197,21.7853,8.0,5.8652,50.5401,0.389067,sequential,2,120
train_001439,Train-Target-001439,45.02708891,-112.90914276,9,138,182,1,optical,9.0729,61.0790,8.0,6.2973,38.3722,0.321508,single,1,120
train_000926,Train-Target-000926,-70.90137144,-25.11557328,5,135,215,1,optical,9.0570,39.7847,8.0,5.6479,56.3741,0.248110,single,1,120
train_000798,Train-Target-000798,-42.90766435,16.45482898,2,44,160,1,sar,13.8657,41.2655,-90.0,4.7595,25.9882,0.393000,single,1,120
train_002656,Train-Target-002656,75.13073186,-139.70649550,1,55,179,1,sar,9.0706,108.8167,-90.0,5.4232,37.1897,0.348126,single,1,120
train_000159,Train-Target-000159,40.92709574,26.05565115,3,113,239,1,sar,20.1990,37.8022,-90.0,7.6605,37.9571,0.255355,single,1,120
train_003038,Train-Target-003038,-0.82933506,-174.45910486,5,62,127,1,infrared,22.9772,90.6685,-90.0,6.8286,32.2595,0.423237,single,1,120
train_002799,Train-Target-002799,56.34202321,89.07349544,8,9,133,1,sar,20.8084,51.1149,-90.0,6.7224,65.3296,0.422088,single,1,120
train_002718,Train-Target-002718,1.59987153,-176.46632860,4,39,128,1,optical,6.5183,29.4422,8.0,5.7734,50.3429,0.394606,single,1,120
train_001839,Train-Target-001839,-17.64643531,120.54581527,3,39,183,1,optical,8.3109,37.1664,8.0,5.4141,54.9538,0.391632,single,1,120
train_000671,Train-Target-000671,-33.06914228,107.97091558,7,11,126,1,optical,4.3402,12.1119,8.0,7.0243,50.9198,0.437330,sequential,2,120
train_001941,Train-Target-001941,84.44092750,-148.92940189,8,78,140,1,optical,9.1752,36.9729,8.0,8.1496,20.6397,0.222651,sequential,2,120
train_002196,Train-Target-002196,33.10022607,168.58998962,7,89,175,1,optical,4.4771,13.0629,8.0,7.4895,72.4034,0.321378,single,1,120
train_000075,Train-Target-000075,36.97566201,34.92421867,2,34,122,1,sar,15.4409,53.9991,-90.0,5.9360,65.2146,0.230040,sequential,2,120
train_001912,Train-Target-001912,12.11371477,50.65821927,6,66,168,1,sar,15.0343,59.2566,-90.0,7.3925,46.7516,0.377579,simultaneous,2,120
train_002505,Train-Target-002505,43.83315794,-35.93630475,8,61,207,1,sar,9.9037,62.9542,-90.0,7.0127,73.2549,0.392216,single,1,120
train_000497,Train-Target-000497,-69.61535175,-79.75601289,10,39,167,1,optical,5.3881,63.7390,8.0,7.0696,62.1136,0.440979,single,1,120
train_001550,Train-Target-001550,14.84076937,5.02769905,9,143,215,1,optical,3.8367,45.4092,8.0,4.6917,21.2682,0.260746,single,1,120
train_000045,Train-Target-000045,29.57788619,173.72411487,5,57,154,1,optical,7.8054,15.3217,8.0,6.8758,83.1943,0.226411,single,1,120
train_002387,Train-Target-002387,-53.32834537,-68.33038884,3,46,176,1,optical,7.9604,52.5445,8.0,6.6676,23.7799,0.260809,single,1,120
train_000163,Train-Target-000163,-26.72908803,-132.36911107,6,2,148,1,optical,4.9834,62.7209,8.0,7.4855,49.0762,0.252909,sequential,2,120
train_002596,Train-Target-002596,88.31159297,15.24358805,2,77,141,1,sar,17.7190,79.7051,-90.0,7.6411,80.7268,0.391785,single,1,120
train_001752,Train-Target-001752,18.26388133,175.42592548,8,108,233,1,optical,4.3182,17.0183,8.0,6.5910,74.1104,0.387177,single,1,120
train_002968,Train-Target-002968,21.78407614,-11.42666803,4,41,107,1,optical,3.5000,22.2263,8.0,7.4470,25.4740,0.448139,single,1,120
train_001391,Train-Target-001391,-34.27866864,-143.66031592,9,165,223,1,optical,9.5308,54.6598,8.0,5.2234,21.0144,0.335444,sequential,2,120
train_001609,Train-Target-001609,31.06346051,-41.96349997,6,26,147,1,sar,18.3279,64.8755,-90.0,7.5245,51.1834,0.319354,simultaneous,2,120
train_001551,Train-Target-001551,-57.15657545,123.09151105,10,63,216,1,optical,3.0305,59.9808,8.0,7.7346,37.0923,0.288796,single,1,120
train_002993,Train-Target-002993,-5.26654174,-28.81754543,10,133,226,1,optical,8.2379,42.3198,8.0,6.3898,65.0493,0.355454,single,1,120
train_000020,Train-Target-000020,64.61342697,-78.10294557,10,133,213,1,optical,8.7293,43.3209,8.0,5.6717,46.3851,0.309851,single,1,120
train_001364,Train-Target-001364,13.09563365,134.57857544,10,21,152,1,optical,2.8261,55.2445,8.0,5.2505,63.7552,0.424909,single,1,120
train_001492,Train-Target-001492,51.25446379,-163.16311063,8,124,228,1,sar,13.5113,34.3920,-90.0,8.0825,55.3840,0.355127,single,1,120
train_000032,Train-Target-000032,-63.39792310,-137.11666002,7,116,188,1,sar,15.2384,29.2700,-90.0,4.9235,87.4316,0.192931,single,1,120
train_001886,Train-Target-001886,-22.92721676,162.86859526,8,25,159,1,sar,8.3444,66.1216,-90.0,6.4824,53.0930,0.225871,sequential,2,120
train_002895,Train-Target-002895,-2.39487685,19.46589575,8,68,135,1,sar,17.0116,100.0638,-90.0,6.8907,82.4354,0.213029,single,1,120
train_000359,Train-Target-000359,48.98794531,91.46589647,3,6,50,1,sar,14.3118,56.5929,-90.0,6.7194,75.3319,0.250457,single,1,120
train_002508,Train-Target-002508,-62.71695742,57.05420457,1,15,168,1,sar,21.1617,57.3803,-90.0,6.0727,28.8496,0.218705,simultaneous,2,120
train_000345,Train-Target-000345,64.18539338,-25.29727640,10,70,210,1,optical,5.6426,63.2550,8.0,7.6147,68.2633,0.399769,single,1,120
train_001793,Train-Target-001793,-12.15807531,-158.75058139,6,11,159,1,sar,14.5818,109.0045,-90.0,6.7939,23.3499,0.222281,sequential,2,120
train_000851,Train-Target-000851,-19.55606500,167.08331832,5,26,107,1,optical,5.5386,48.8211,8.0,4.7066,34.0581,0.377387,single,1,120
train_001107,Train-Target-001107,29.36021191,93.89804039,7,26,128,1,optical,4.4693,28.6094,8.0,5.0742,29.6242,0.184820,single,1,120
train_001943,Train-Target-001943,-0.83157637,-135.09379441,1,108,212,1,optical,2.1574,56.7356,8.0,7.8598,25.1760,0.225496,single,1,120
train_000882,Train-Target-000882,17.26909016,-105.34274619,10,121,171,1,optical,9.3848,60.6827,8.0,5.6683,62.3257,0.427972,single,1,120
train_002592,Train-Target-002592,-4.50193392,58.31327409,8,54,167,1,optical,5.7409,43.5161,8.0,7.7303,77.1478,0.403670,single,1,120
train_002940,Train-Target-002940,-34.35940661,114.71749183,1,124,200,1,sar,16.5016,70.9259,-90.0,6.4159,34.2676,0.201809,sequential,2,120
train_000084,Train-Target-000084,-0.01952991,20.96240764,3,107,184,1,infrared,26.6879,108.9539,-90.0,6.2014,75.2671,0.337237,single,1,120
train_000585,Train-Target-000585,18.24963343,11.99396733,8,5,110,1,optical,4.6629,58.1520,8.0,7.0807,53.7559,0.198770,sequential,2,120
train_001571,Train-Target-001571,-1.92253719,-114.83603926,7,14,134,1,optical,9.7516,23.6881,8.0,7.5068,69.6016,0.187603,single,1,120
train_000555,Train-Target-000555,4.13759694,-58.11665687,10,46,139,1,sar,21.9887,36.0624,-90.0,5.3981,86.5218,0.229638,single,1,120
train_000987,Train-Target-000987,-14.79197578,-103.96578447,8,99,231,1,optical,8.5522,49.9263,8.0,7.4173,81.9905,0.268617,single,1,120
train_001420,Train-Target-001420,9.68095012,67.39058098,3,23,162,1,optical,5.4095,48.8873,8.0,6.4587,45.3920,0.324388,single,1,120
train_002743,Train-Target-002743,10.25516268,-49.15759460,1,106,193,1,optical,7.6685,19.1862,8.0,5.8365,50.6390,0.280457,single,1,120
train_002496,Train-Target-002496,-48.34334541,116.12717896,10,160,226,1,optical,4.4070,61.7753,8.0,6.0218,45.8287,0.287943,single,1,120
train_001413,Train-Target-001413,9.43911335,-177.70077696,1,63,169,1,optical,4.0453,28.5652,8.0,6.2463,31.0290,0.258199,single,1,120
train_002037,Train-Target-002037,-6.14445670,164.01975345,5,71,223,1,optical,8.3436,52.8368,8.0,6.1871,46.0825,0.349435,single,1,120
train_002005,Train-Target-002005,1.80967213,-162.35299384,2,72,198,1,optical,6.0283,58.9268,8.0,8.0839,77.5329,0.302963,single,1,120
train_002001,Train-Target-002001,-34.38815298,123.51850051,1,63,191,1,optical,4.8070,57.3623,8.0,6.0583,21.1633,0.374280,sequential,2,120
train_000902,Train-Target-000902,70.14025476,-117.42413738,10,89,179,1,sar,12.4095,26.5380,-90.0,4.5739,73.5597,0.198432,single,1,120
train_002278,Train-Target-002278,58.65098499,128.78624209,7,125,187,1,optical,8.9381,21.2759,8.0,6.2835,45.1133,0.314959,single,1,120
train_000553,Train-Target-000553,61.77799787,161.51428928,3,5,145,1,optical,9.3807,45.3538,8.0,4.6502,89.1669,0.240817,single,1,120
train_001033,Train-Target-001033,-31.20096313,-13.18882628,2,39,165,1,sar,11.7369,61.3300,-90.0,7.4680,65.1021,0.354540,single,1,120
train_001355,Train-Target-001355,-6.73326360,34.93507891,8,145,226,1,sar,15.1580,71.7440,-90.0,6.6486,27.5448,0.204657,single,1,120
train_000379,Train-Target-000379,47.18143909,-163.72817747,6,69,165,1,sar,9.7073,85.0451,-90.0,4.6230,61.7548,0.338145,sequential,2,120
train_002962,Train-Target-002962,-67.79650204,-171.26980234,4,108,163,1,sar,11.3420,45.2386,-90.0,4.6212,56.9605,0.380155,single,1,120
train_001583,Train-Target-001583,11.25031289,147.48335896,7,86,222,1,sar,21.0959,62.4179,-90.0,6.0414,71.3139,0.429573,single,1,120
train_000219,Train-Target-000219,-5.97302348,-116.79958535,5,30,148,1,optical,7.2476,36.7203,8.0,6.0620,75.5644,0.283693,single,1,120
train_000012,Train-Target-000012,-4.91286014,152.42937444,2,28,140,1,sar,18.5314,101.0212,-90.0,5.3054,26.1162,0.426394,single,1,120
train_002804,Train-Target-002804,-2.55026923,74.79436788,2,33,175,1,optical,9.7780,30.6358,8.0,8.0194,88.9266,0.324564,sequential,2,120
train_000890,Train-Target-000890,44.21614568,-11.21373495,10,16,86,1,optical,5.8002,39.5730,8.0,5.9767,26.2702,0.277222,single,1,120
train_001097,Train-Target-001097,52.93021764,51.55479026,7,52,142,1,optical,4.2591,23.3417,8.0,6.7709,65.5852,0.407103,single,1,120
train_003022,Train-Target-003022,-9.45808403,-140.64384603,6,76,136,1,optical,5.6487,31.6599,8.0,6.9529,30.9098,0.373219,single,1,120
train_000778,Train-Target-000778,37.10128136,57.07668874,9,160,200,1,sar,21.8423,106.5869,-90.0,4.5518,26.9945,0.183278,single,1,120
train_002067,Train-Target-002067,-20.98238135,21.62324604,7,128,228,1,optical,7.0578,45.3131,8.0,5.6140,82.0550,0.265194,single,1,120
train_000108,Train-Target-000108,7.61696535,106.60051362,6,77,124,1,sar,20.5370,62.7667,-90.0,5.9124,80.8871,0.285736,single,1,120
train_002658,Train-Target-002658,17.72730357,-102.44641735,4,95,217,1,optical,4.1990,20.1177,8.0,6.8429,72.6517,0.315394,sequential,2,120
train_001320,Train-Target-001320,58.55647996,-85.63694863,4,8,112,1,sar,17.6970,38.6325,-90.0,5.3779,69.2482,0.200320,simultaneous,2,120
train_001588,Train-Target-001588,54.99955490,152.24709212,2,34,150,1,sar,15.0639,81.3788,-90.0,4.7345,21.4080,0.207781,simultaneous,2,120
train_000065,Train-Target-000065,-58.14134354,-6.72416108,4,112,205,1,sar,11.7084,66.6729,-90.0,8.2309,21.9752,0.338315,single,1,120
train_002243,Train-Target-002243,-21.33339005,94.01409309,10,59,115,1,optical,2.6488,51.0247,8.0,5.8901,54.7521,0.407423,sequential,2,120
train_000565,Train-Target-000565,18.68296726,117.35810998,4,33,115,1,optical,2.1711,30.5573,8.0,4.7496,86.1001,0.399880,single,1,120
train_002597,Train-Target-002597,-5.38062629,136.31033702,8,128,223,1,optical,4.9248,13.8483,8.0,7.5217,83.0665,0.322250,single,1,120
train_002964,Train-Target-002964,-35.57354781,-23.48344749,8,6,137,1,optical,4.8576,51.1360,8.0,7.1340,59.2688,0.323348,single,1,120
train_001026,Train-Target-001026,22.72668936,152.51199924,1,19,170,1,optical,8.2089,61.8510,8.0,7.2088,88.3650,0.309706,single,1,120
train_000114,Train-Target-000114,38.42294959,117.94740133,7,105,201,1,optical,7.0369,47.8585,8.0,6.0553,85.4546,0.223829,single,1,120
train_001735,Train-Target-001735,-18.09162013,37.18615503,4,20,157,1,optical,7.9452,37.1228,8.0,5.0505,82.8408,0.185413,single,1,120
train_000560,Train-Target-000560,-49.90116850,-20.35675655,8,73,223,1,optical,9.0281,52.4801,8.0,7.6734,65.4120,0.303490,sequential,2,120
train_002257,Train-Target-002257,-51.55701019,90.63277495,3,165,234,1,optical,6.0091,48.2780,8.0,5.9386,26.1720,0.185572,sequential,2,120
train_002645,Train-Target-002645,-45.84015724,98.23420693,5,16,105,1,optical,4.7334,33.1228,8.0,5.1937,84.5840,0.236557,simultaneous,2,120
train_002729,Train-Target-002729,39.39004450,129.95992888,1,45,157,1,optical,8.8803,12.6060,8.0,7.5719,79.1220,0.316347,single,1,120
train_002742,Train-Target-002742,-59.27685964,-60.03820989,5,45,142,1,infrared,27.0040,79.9292,-90.0,8.2173,67.4030,0.279738,single,1,120
train_000218,Train-Target-000218,57.08581914,-116.97196118,9,25,86,1,sar,8.3306,54.5455,-90.0,7.3666,26.3296,0.224589,sequential,2,120
train_002696,Train-Target-002696,33.36694919,-139.80383403,10,98,213,1,sar,9.5825,92.8439,-90.0,4.5296,83.5678,0.354149,single,1,120
train_001438,Train-Target-001438,-47.51781372,27.02296793,10,76,119,1,optical,5.0497,15.7970,8.0,6.6304,70.9762,0.301693,single,1,120
train_001475,Train-Target-001475,32.15441497,-29.98191476,8,1,72,1,sar,20.6398,59.7999,-90.0,5.3294,38.7186,0.233175,single,1,120
train_001297,Train-Target-001297,9.67699225,23.56488623,9,139,200,1,sar,11.1056,83.7507,-90.0,7.3610,42.5218,0.225067,sequential,2,120
train_002980,Train-Target-002980,6.32975429,-48.91271662,9,22,125,1,optical,2.4365,29.9095,8.0,8.1991,74.2399,0.381967,single,1,120
train_001874,Train-Target-001874,40.51297477,-139.06650110,7,39,146,1,optical,7.7883,41.7036,8.0,7.1282,44.3351,0.398369,simultaneous,2,120
train_001688,Train-Target-001688,11.35512011,-119.05081491,4,49,129,1,infrared,35.8298,57.9420,-90.0,6.8386,78.7822,0.327597,single,1,120
train_002818,Train-Target-002818,-35.04748257,-33.72501547,1,22,67,1,optical,7.2411,39.4440,8.0,5.7647,61.2368,0.449727,single,1,120
train_000907,Train-Target-000907,-10.01948958,13.34194509,5,80,128,1,optical,9.5998,15.4763,8.0,6.6181,25.0273,0.441773,single,1,120
train_000695,Train-Target-000695,-22.87184542,30.96829288,9,18,135,1,optical,6.9752,38.6550,8.0,7.2296,49.9566,0.233894,single,1,120
train_002588,Train-Target-002588,-3.48578894,-162.98683933,1,122,205,1,sar,21.9127,82.9956,-90.0,6.6051,43.2785,0.318225,sequential,2,120
train_002801,Train-Target-002801,20.06252159,80.78907158,6,107,211,1,optical,9.0679,21.7292,8.0,6.3226,37.7187,0.259918,single,1,120
train_001377,Train-Target-001377,-53.25628414,86.20286937,1,29,177,1,infrared,36.0519,58.5489,-90.0,8.3631,36.7999,0.354982,single,1,120
train_001837,Train-Target-001837,52.14714341,11.53915489,9,100,202,1,optical,2.8507,14.0594,8.0,8.1578,89.4940,0.316191,sequential,2,120
train_000574,Train-Target-000574,7.59020334,-7.34233124,5,7,152,1,infrared,23.0263,101.1475,-90.0,7.7396,54.1225,0.250282,single,1,120
train_002862,Train-Target-002862,-42.34040690,113.08244102,1,22,111,1,sar,13.2410,108.5137,-90.0,7.6339,55.1643,0.356052,single,1,120
train_000522,Train-Target-000522,-55.97762474,42.14667183,3,61,162,1,optical,4.3789,49.3366,8.0,8.3848,66.9433,0.262651,single,1,120
train_001713,Train-Target-001713,-13.27822317,32.59333101,10,44,139,1,optical,2.5692,33.9550,8.0,4.9923,88.8523,0.262993,sequential,2,120
train_002810,Train-Target-002810,0.07811331,-51.45313395,1,106,207,1,optical,5.4998,46.1819,8.0,6.1977,69.3167,0.385393,sequential,2,120
train_001964,Train-Target-001964,16.46496615,57.13338647,2,107,172,1,sar,8.4479,57.2060,-90.0,7.8303,43.7471,0.360434,single,1,120
train_002055,Train-Target-002055,25.98310268,-74.36536682,9,82,239,1,optical,3.5578,54.0726,8.0,6.5997,38.3359,0.342628,single,1,120
train_002769,Train-Target-002769,5.44412106,-115.72029873,4,78,220,1,optical,4.7693,37.5432,8.0,6.1219,86.4800,0.300930,sequential,2,120
train_000315,Train-Target-000315,24.73907163,-50.90399953,6,105,225,1,optical,2.2953,13.9626,8.0,5.4013,33.5203,0.303883,simultaneous,2,120
train_002631,Train-Target-002631,0.42663571,28.27416934,5,11,70,1,sar,15.2253,79.2313,-90.0,6.6880,73.1228,0.421749,single,1,120
train_002276,Train-Target-002276,14.90486958,-143.76174512,1,56,148,1,sar,9.1286,58.3174,-90.0,7.1476,50.2990,0.396008,single,1,120
train_001604,Train-Target-001604,58.89986368,177.93510515,4,49,152,1,optical,2.6347,18.2606,8.0,5.2041,48.4665,0.376965,sequential,2,120
train_001998,Train-Target-001998,-33.12938718,-148.08017990,7,99,200,1,optical,7.7474,27.9565,8.0,6.1158,84.2236,0.358596,simultaneous,2,120
train_000253,Train-Target-000253,10.06587253,-150.59822593,7,126,170,1,optical,4.5584,12.0835,8.0,7.9396,69.3384,0.285267,single,1,120
train_000964,Train-Target-000964,-50.11275341,12.48783182,10,119,212,1,optical,5.9255,44.4483,8.0,5.2704,68.0425,0.406149,simultaneous,2,120
train_000113,Train-Target-000113,-47.84619716,-117.72092386,4,38,96,1,optical,7.7755,19.5559,8.0,5.8942,74.3014,0.182852,simultaneous,2,120
train_001783,Train-Target-001783,32.96365108,-58.82973395,1,128,206,1,optical,4.6046,28.9950,8.0,6.6104,53.4014,0.265613,single,1,120
train_000743,Train-Target-000743,44.77169958,-79.57940176,1,111,172,1,optical,3.8976,16.3433,8.0,8.1307,60.0990,0.213815,single,1,120
train_002066,Train-Target-002066,34.04318707,-81.56566254,6,4,46,1,sar,18.9785,75.3691,-90.0,6.9792,59.2219,0.319838,single,1,120
train_002214,Train-Target-002214,48.94124432,-45.43848890,6,86,189,1,sar,13.5295,74.6541,-90.0,6.9514,38.3567,0.296862,single,1,120
train_002643,Train-Target-002643,-10.31993965,102.46174345,8,13,154,1,optical,9.0937,22.8256,8.0,6.3855,25.7407,0.366498,single,1,120
train_000242,Train-Target-000242,-60.25304812,-151.02007323,7,107,182,1,optical,5.9686,18.2329,8.0,7.1898,70.6597,0.395440,sequential,2,120
train_001954,Train-Target-001954,11.57579830,34.28964856,9,23,142,1,sar,9.9414,74.3945,-90.0,6.7000,69.4830,0.420865,single,1,120
train_002395,Train-Target-002395,-14.91579800,172.51364001,10,65,224,1,optical,9.5000,25.7662,8.0,5.9444,74.4893,0.301105,single,1,120
train_001737,Train-Target-001737,49.72611067,-65.44577454,10,140,224,1,optical,6.4298,28.3758,8.0,6.4749,61.9859,0.311119,single,1,120
train_002456,Train-Target-002456,-34.44737796,-125.10175171,2,48,100,1,optical,2.9262,51.6207,8.0,6.8806,48.3303,0.419324,simultaneous,2,120
train_000209,Train-Target-000209,8.50494471,-154.90588314,10,43,200,1,optical,8.2292,59.0799,8.0,6.7527,38.1708,0.393290,sequential,2,120
train_002511,Train-Target-002511,7.06709590,-56.64801182,7,60,152,1,optical,8.8439,34.1362,8.0,7.0265,87.0779,0.224483,sequential,2,120
train_002567,Train-Target-002567,-19.99805596,-109.36148491,9,56,180,1,optical,7.8035,23.4955,8.0,6.8651,21.5200,0.371334,single,1,120
train_001281,Train-Target-001281,48.28646385,-124.18098698,10,15,134,1,sar,8.2094,70.6195,-90.0,7.3580,38.9359,0.262443,single,1,120
train_002235,Train-Target-002235,24.05078465,104.84785709,6,63,214,1,optical,5.1769,43.1361,8.0,4.6590,67.9710,0.354879,single,1,120
train_002165,Train-Target-002165,16.82397029,-169.71886530,4,86,161,1,infrared,31.7569,133.6690,-90.0,5.1250,76.3023,0.181136,single,1,120
train_002933,Train-Target-002933,-59.82884269,168.74336205,9,35,126,1,sar,16.9937,45.9171,-90.0,6.3496,48.5000,0.216640,single,1,120
train_001523,Train-Target-001523,37.71256699,88.53897348,8,28,155,1,optical,3.3184,37.4098,8.0,4.8378,37.4777,0.213878,sequential,2,120
train_001701,Train-Target-001701,-59.22457195,16.41212812,8,116,194,1,sar,21.3942,34.1008,-90.0,7.3629,76.3176,0.417905,sequential,2,120
