target_id,target_name,target_type,latitude_deg,longitude_deg,priority,release_step,deadline_step,duration,required_mode,required_resolution_m,required_swath_km,min_sun_elevation_deg,energy_cost,original_data_mb,compression_ratio,cooperation_mode,required_observers,max_coordination_gap_steps,observation_duration_seconds,area_width_km,area_height_km,area_orientation_deg,coverage_threshold
train_000405,Train-Target-000405,point,6.82443124,105.81233556,9,92,135,1,optical,9.2776,56.0823,8.0,6.4671,85.6781,0.346540,single,1,120,5.0,,,,
train_001574,Train-Target-001574,area,12.31345534,95.76368656,10,117,171,1,sar,17.7513,73.3504,-90.0,5.8288,40.9331,0.185476,auto,0,120,20.0,35.5315,14.7915,45.6439,0.95
train_001710,Train-Target-001710,point,-61.69214418,-27.08895794,1,5,136,1,optical,7.6413,34.3731,8.0,7.0514,44.3056,0.204152,single,1,120,5.0,,,,
train_001504,Train-Target-001504,area,55.18281853,-110.44161020,3,134,207,1,optical,5.3291,45.9144,8.0,6.5183,34.0672,0.212306,auto,0,120,20.0,145.1449,278.6834,343.6339,0.95
train_001247,Train-Target-001247,point,51.11793487,-175.67933910,3,68,119,1,infrared,23.4978,115.2403,-90.0,7.6453,35.9600,0.353174,single,1,120,5.0,,,,
train_001889,Train-Target-001889,point,33.04960892,4.44419752,2,11,119,1,optical,5.3446,11.5582,8.0,4.7608,38.5326,0.404391,simultaneous,2,120,5.0,,,,
train_001394,Train-Target-001394,area,-63.54024333,-115.44077601,2,25,104,1,sar,12.5965,80.5873,-90.0,7.2834,23.1606,0.283524,auto,0,120,20.0,256.4779,159.6027,8.5064,0.95
train_000141,Train-Target-000141,area,10.36518828,145.15567694,5,47,189,1,optical,5.6071,61.3419,8.0,6.7781,41.9577,0.328150,auto,0,120,20.0,65.9497,113.9722,233.8638,0.95
train_000286,Train-Target-000286,area,38.31190000,-49.88311792,4,59,218,1,optical,3.7535,34.7429,8.0,5.0575,86.6000,0.340688,auto,0,120,20.0,44.1799,32.2671,210.5962,0.95
train_002965,Train-Target-002965,area,-54.21069712,51.62654863,9,34,117,1,optical,5.6234,11.5289,8.0,7.6316,29.0411,0.435303,auto,0,120,20.0,171.0849,249.1048,52.1793,0.95
train_000459,Train-Target-000459,area,11.67705280,-154.92373582,8,18,159,1,optical,7.0952,15.2222,8.0,6.9745,36.4642,0.192750,auto,0,120,20.0,26.1957,38.5850,260.5499,0.95
train_001725,Train-Target-001725,area,-19.47249328,-152.12932565,9,32,155,1,optical,6.0021,27.2353,8.0,4.6811,46.4405,0.196740,auto,0,120,20.0,33.1923,35.7417,194.5665,0.95
train_001531,Train-Target-001531,point,38.75269841,-96.31854675,7,79,237,1,sar,17.6740,64.3779,-90.0,8.1805,28.3660,0.354435,single,1,120,5.0,,,,
train_002077,Train-Target-002077,area,-65.43595122,119.19832452,2,168,236,1,sar,19.6947,99.3608,-90.0,5.0985,20.8783,0.250629,auto,0,120,20.0,72.4227,95.4364,77.5690,0.95
train_000057,Train-Target-000057,point,39.84561383,-3.42383010,4,13,157,1,optical,8.9886,61.5389,8.0,6.5287,71.4578,0.307491,single,1,120,5.0,,,,
train_000845,Train-Target-000845,area,43.34151865,-113.03612826,10,56,200,1,infrared,21.1542,104.5702,-90.0,5.7180,65.0003,0.383099,auto,0,120,20.0,20.6300,17.4626,156.7244,0.95
train_001206,Train-Target-001206,area,-58.02411422,-115.42456994,6,93,182,1,optical,9.1285,25.5420,8.0,7.8717,28.8649,0.336857,auto,0,120,20.0,21.6262,18.5589,88.5024,0.95
train_002241,Train-Target-002241,point,12.65027540,15.90486610,8,95,220,1,sar,12.2564,50.1361,-90.0,6.5633,87.9441,0.347191,simultaneous,2,120,5.0,,,,
train_000911,Train-Target-000911,area,-10.92563224,-132.91565917,8,81,135,1,optical,6.6185,55.8905,8.0,7.8635,45.0854,0.399200,auto,0,120,20.0,298.2905,150.2668,126.3227,0.95
train_001132,Train-Target-001132,area,17.77947279,-28.41086587,1,13,98,1,infrared,28.2248,110.4748,-90.0,8.2944,39.8849,0.400945,auto,0,120,20.0,178.3558,251.5542,215.8744,0.95
train_001308,Train-Target-001308,point,-0.54455339,93.05551051,6,106,212,1,optical,7.9806,17.4285,8.0,6.9789,84.8397,0.344301,single,1,120,5.0,,,,
train_000885,Train-Target-000885,area,-34.94726481,-136.19408141,4,98,231,1,optical,8.7364,11.0810,8.0,8.1239,86.3748,0.203526,auto,0,120,20.0,268.1776,159.5779,138.3366,0.95
train_001860,Train-Target-001860,area,-4.33158868,-1.61810304,1,39,181,1,optical,5.9335,25.4455,8.0,8.2003,77.7495,0.324361,auto,0,120,20.0,46.3074,38.6238,229.0547,0.95
train_002230,Train-Target-002230,area,-9.95412446,121.26204910,4,39,94,1,optical,5.6802,43.3985,8.0,8.0058,69.0340,0.400784,auto,0,120,20.0,15.9806,27.6998,255.2834,0.95
train_002103,Train-Target-002103,area,16.50568104,-27.04685544,5,61,159,1,sar,13.7605,65.2293,-90.0,6.4589,49.6697,0.262793,auto,0,120,20.0,14.2454,43.4523,119.9349,0.95
train_003035,Train-Target-003035,point,-24.52741312,21.32712265,6,77,186,1,sar,18.2574,72.0929,-90.0,8.0547,72.7399,0.344679,sequential,2,120,5.0,,,,
train_001284,Train-Target-001284,point,35.09154270,138.93716246,1,51,195,1,sar,10.0862,54.0255,-90.0,7.9366,40.4445,0.425447,single,1,120,5.0,,,,
train_000095,Train-Target-000095,point,-4.48231657,175.31246787,4,21,110,1,infrared,38.0599,114.1449,-90.0,7.6777,63.3541,0.242876,single,1,120,5.0,,,,
train_002099,Train-Target-002099,area,56.30428916,-67.85852726,3,22,107,1,sar,18.8592,26.6472,-90.0,8.1773,35.0716,0.381710,auto,0,120,20.0,294.4641,288.7933,303.1579,0.95
train_001231,Train-Target-001231,area,-2.91574403,145.87664739,3,24,68,1,optical,9.2881,11.8902,8.0,6.2635,31.0479,0.447605,auto,0,120,20.0,279.9927,288.2181,181.6213,0.95
train_000262,Train-Target-000262,area,-37.12496917,-32.85014072,7,70,226,1,sar,17.8113,56.6154,-90.0,7.7671,39.7994,0.190409,auto,0,120,20.0,90.4588,97.5814,83.4666,0.95
train_002462,Train-Target-002462,point,-81.70477562,-142.45051439,1,12,163,1,optical,3.9898,23.7489,8.0,7.8023,77.7853,0.262968,single,1,120,5.0,,,,
train_001785,Train-Target-001785,area,-50.99935198,-2.85064242,4,17,136,1,optical,5.9440,56.5638,8.0,7.9762,67.3919,0.399874,auto,0,120,20.0,99.8432,126.2221,160.2251,0.95
train_001643,Train-Target-001643,area,62.52352286,-160.43929568,1,27,168,1,infrared,29.8410,57.1906,-90.0,6.6283,37.4581,0.185244,auto,0,120,20.0,26.2324,22.8324,251.2152,0.95
train_000396,Train-Target-000396,area,36.96670440,-99.03198073,6,16,168,1,optical,5.5878,43.1517,8.0,8.1930,59.6791,0.343344,auto,0,120,20.0,268.6060,221.9294,41.2054,0.95
train_002855,Train-Target-002855,area,-65.63351180,177.97359050,6,57,185,1,infrared,23.9864,92.4069,-90.0,8.0896,82.5715,0.304777,auto,0,120,20.0,49.0327,37.0847,253.3020,0.95
train_001096,Train-Target-001096,area,43.37012327,-174.08325175,8,129,182,1,infrared,18.0424,82.6216,-90.0,6.3808,49.5726,0.204797,auto,0,120,20.0,263.1286,153.2921,231.8058,0.95
train_001660,Train-Target-001660,point,28.35206788,40.35045748,4,22,70,1,sar,14.0450,50.6230,-90.0,7.8738,44.1434,0.417155,single,1,120,5.0,,,,
train_002641,Train-Target-002641,area,58.38745600,57.77221530,6,104,184,1,optical,5.8302,19.5431,8.0,7.4341,39.4631,0.420141,auto,0,120,20.0,289.4755,190.3127,88.9226,0.95
train_000427,Train-Target-000427,area,30.79022447,105.94200325,7,51,157,1,optical,5.4820,16.3393,8.0,5.9110,21.8211,0.270008,auto,0,120,20.0,35.0779,39.5244,282.3201,0.95
train_002512,Train-Target-002512,area,-31.17206060,-83.16652692,4,142,222,1,optical,5.3109,28.3552,8.0,7.5501,25.8787,0.236335,auto,0,120,20.0,196.0576,297.1384,249.3679,0.95
train_000341,Train-Target-000341,area,-7.63091747,-47.91747840,2,131,212,1,sar,12.4326,73.0944,-90.0,7.4847,23.3939,0.245643,auto,0,120,20.0,130.6344,108.2085,70.5083,0.95
train_000274,Train-Target-000274,area,49.97709774,1.46097191,2,13,159,1,optical,3.3212,17.7372,8.0,6.4833,70.4580,0.251085,auto,0,120,20.0,136.0667,55.9564,48.8112,0.95
train_002887,Train-Target-002887,area,26.06395670,-105.00990251,10,60,116,1,optical,6.6272,61.0271,8.0,5.9756,34.6998,0.345957,auto,0,120,20.0,111.8442,93.4150,132.9394,0.95
train_000674,Train-Target-000674,area,-30.06172020,-9.91966285,6,41,184,1,optical,9.3269,33.8976,8.0,5.0756,62.3768,0.277526,auto,0,120,20.0,21.7981,31.3837,268.0398,0.95
train_001917,Train-Target-001917,area,30.31880290,47.56979918,2,126,207,1,optical,3.1047,36.5341,8.0,7.8769,24.5763,0.300010,auto,0,120,20.0,158.5704,207.7544,211.4007,0.95
train_001120,Train-Target-001120,area,-78.39895629,-135.13014318,10,71,181,1,optical,6.0048,20.0320,8.0,6.6564,68.0082,0.432115,auto,0,120,20.0,17.8417,21.8762,292.0857,0.95
train_000562,Train-Target-000562,area,46.40343121,13.67641540,3,90,158,1,sar,13.4651,63.4244,-90.0,8.0773,56.1908,0.396893,auto,0,120,20.0,281.3362,231.4107,190.7435,0.95
train_000281,Train-Target-000281,point,-40.38734881,96.34263050,1,92,225,1,sar,12.8587,42.5695,-90.0,5.5069,66.0137,0.274995,single,1,120,5.0,,,,
train_000463,Train-Target-000463,area,-67.65193033,-141.22912849,1,9,121,1,optical,8.6715,16.4747,8.0,8.1114,68.8036,0.443964,auto,0,120,20.0,103.9959,74.4051,258.7185,0.95
train_000822,Train-Target-000822,point,18.35158699,-12.80597562,7,39,187,1,optical,9.3806,50.8657,8.0,5.3920,59.3953,0.284557,single,1,120,5.0,,,,
train_002642,Train-Target-002642,area,18.38365431,-40.47217604,2,86,149,1,sar,21.3127,64.1847,-90.0,4.8830,23.3704,0.326864,auto,0,120,20.0,83.6405,137.0731,93.1037,0.95
train_002501,Train-Target-002501,area,14.18877771,-67.34145988,1,97,223,1,optical,9.4027,10.8423,8.0,8.1704,70.4304,0.410792,auto,0,120,20.0,38.5122,47.4643,357.8205,0.95
train_001322,Train-Target-001322,point,44.39868401,-97.29959608,8,64,111,1,optical,4.5888,44.6106,8.0,5.6471,20.2395,0.301584,sequential,2,120,5.0,,,,
train_001775,Train-Target-001775,point,4.59836378,37.44851796,3,48,207,1,sar,15.4675,73.7067,-90.0,4.5970,54.2151,0.257974,single,1,120,5.0,,,,
train_001443,Train-Target-001443,area,18.90215042,75.18722177,8,8,160,1,sar,20.8294,74.4064,-90.0,4.8628,49.5236,0.391657,auto,0,120,20.0,139.5440,139.8188,159.6167,0.95
train_002738,Train-Target-002738,point,41.91828603,-165.01601797,7,78,216,1,infrared,20.9587,89.4510,-90.0,6.5078,61.1072,0.183498,single,1,120,5.0,,,,
train_002996,Train-Target-002996,area,-35.11084334,-106.32925768,7,1,123,1,optical,8.2761,31.8047,8.0,7.2373,84.9202,0.336253,auto,0,120,20.0,72.6857,102.0348,144.8088,0.95
train_002159,Train-Target-002159,area,-89.42032817,-125.66783882,2,42,137,1,sar,16.8928,70.5049,-90.0,7.8223,86.4961,0.345579,auto,0,120,20.0,176.6576,187.1712,64.1461,0.95
train_000896,Train-Target-000896,point,-70.04766460,144.05430582,10,31,152,1,optical,9.6746,10.7115,8.0,7.8568,71.2998,0.246076,single,1,120,5.0,,,,
train_002257,Train-Target-002257,point,53.95642623,111.64552730,10,72,231,1,optical,5.0439,19.6816,8.0,6.1461,31.6697,0.216892,single,1,120,5.0,,,,
train_001635,Train-Target-001635,point,-7.85216968,-40.12804224,3,12,122,1,infrared,39.2426,109.8992,-90.0,5.9358,87.4571,0.262007,single,1,120,5.0,,,,
train_001256,Train-Target-001256,area,-42.82480571,116.80089754,6,117,211,1,sar,17.2519,63.7111,-90.0,6.1942,50.9730,0.387886,auto,0,120,20.0,202.7313,239.5279,234.6879,0.95
train_002911,Train-Target-002911,area,34.68286472,125.25200609,10,77,154,1,optical,8.3920,57.8386,8.0,4.8401,61.0316,0.408369,auto,0,120,20.0,19.3023,48.0359,38.7184,0.95
train_001122,Train-Target-001122,area,-36.95265471,32.42096177,7,13,134,1,optical,4.7235,49.4215,8.0,5.9442,26.6258,0.215206,auto,0,120,20.0,102.4753,90.4365,203.0174,0.95
train_002354,Train-Target-002354,point,7.59860662,52.69082545,4,11,80,1,optical,3.5977,43.2777,8.0,6.8041,34.0203,0.379931,single,1,120,5.0,,,,
train_001685,Train-Target-001685,area,40.26962346,-72.51708364,5,13,91,1,optical,3.8200,45.1609,8.0,6.9826,83.3775,0.297410,auto,0,120,20.0,204.9121,173.7620,268.1287,0.95
train_000539,Train-Target-000539,area,-32.07809090,-54.44303179,10,101,203,1,optical,6.2438,48.8792,8.0,7.1161,52.6469,0.274175,auto,0,120,20.0,62.5252,121.3496,179.4318,0.95
train_000128,Train-Target-000128,area,16.69322299,102.64200988,5,93,140,1,optical,2.0467,14.7773,8.0,5.3590,41.1799,0.291203,auto,0,120,20.0,108.3942,131.0416,61.0048,0.95
train_002703,Train-Target-002703,point,15.87940055,-69.33985735,2,39,106,1,optical,9.1052,25.4633,8.0,8.3231,22.7639,0.423715,sequential,2,120,5.0,,,,
train_002798,Train-Target-002798,area,39.54689543,113.65823728,4,63,188,1,sar,19.1942,37.0812,-90.0,5.6302,68.9045,0.196993,auto,0,120,20.0,29.0148,14.5909,287.6155,0.95
train_002412,Train-Target-002412,area,4.70582530,-47.23213674,10,41,191,1,sar,17.7266,95.2705,-90.0,7.5598,81.1871,0.367590,auto,0,120,20.0,73.6511,87.8751,118.1724,0.95
train_002244,Train-Target-002244,area,57.75018440,150.05778902,8,1,152,1,optical,9.9232,51.6820,8.0,7.4691,63.9117,0.392420,auto,0,120,20.0,73.4620,134.2858,326.0570,0.95
train_002224,Train-Target-002224,area,47.56320104,-111.37329291,1,77,168,1,sar,10.4033,55.7790,-90.0,6.8903,87.0987,0.383908,auto,0,120,20.0,236.2767,276.7631,148.0925,0.95
train_001401,Train-Target-001401,area,14.73135630,-36.82746663,3,88,164,1,sar,19.2256,83.3362,-90.0,5.2250,36.6129,0.251428,auto,0,120,20.0,138.9552,70.3316,180.4253,0.95
train_000419,Train-Target-000419,area,57.08265285,-16.90554408,3,160,212,1,optical,9.0747,46.6898,8.0,4.5181,80.3558,0.420606,auto,0,120,20.0,58.6748,132.2528,350.6927,0.95
train_001845,Train-Target-001845,area,-57.63278667,88.79132339,6,54,205,1,sar,13.6176,39.3872,-90.0,7.8298,36.1297,0.408204,auto,0,120,20.0,211.4513,178.6465,30.9762,0.95
train_000031,Train-Target-000031,point,45.75359545,-21.68879949,5,51,179,1,optical,5.8364,10.9270,8.0,7.7495,28.8021,0.448851,single,1,120,5.0,,,,
train_000014,Train-Target-000014,area,-2.42450108,-146.86348775,1,87,172,1,optical,5.0911,40.3820,8.0,5.4414,85.9240,0.312240,auto,0,120,20.0,282.4957,202.8100,115.2598,0.95
train_002450,Train-Target-002450,area,-39.39227832,-71.57394306,7,14,164,1,optical,7.0414,12.7417,8.0,5.5661,85.3232,0.353867,auto,0,120,20.0,213.4676,202.4437,28.3506,0.95
train_001069,Train-Target-001069,area,10.01858684,-114.65677992,9,58,214,1,sar,17.0384,77.3493,-90.0,5.2178,77.9760,0.191087,auto,0,120,20.0,109.1303,95.2744,96.3355,0.95
train_003053,Train-Target-003053,area,1.40324717,-161.06730196,7,83,190,1,sar,12.0531,65.5885,-90.0,6.4386,51.9167,0.401984,auto,0,120,20.0,103.3001,127.2006,254.0770,0.95
train_002464,Train-Target-002464,area,32.06337180,-70.08354785,3,121,206,1,optical,4.0576,39.5110,8.0,5.7227,47.7224,0.371975,auto,0,120,20.0,18.2201,14.0178,342.4582,0.95
train_000902,Train-Target-000902,area,45.62014479,144.84629096,10,159,234,1,sar,19.8661,96.2496,-90.0,6.7694,24.1770,0.180530,auto,0,120,20.0,142.7128,239.6598,288.4555,0.95
train_002973,Train-Target-002973,area,45.98586308,-72.50101808,10,63,178,1,optical,7.9099,39.7688,8.0,7.4121,20.5646,0.244257,auto,0,120,20.0,83.5690,105.9096,84.7513,0.95
train_000383,Train-Target-000383,area,58.57289674,118.02261329,5,85,140,1,infrared,19.6979,71.0135,-90.0,7.2702,31.3947,0.268257,auto,0,120,20.0,18.5679,32.1458,358.1983,0.95
train_000187,Train-Target-000187,point,-54.25789617,-80.17306795,10,72,222,1,optical,4.3826,29.2366,8.0,5.6345,62.3244,0.407630,single,1,120,5.0,,,,
train_001991,Train-Target-001991,area,3.94319836,22.79173197,1,28,186,1,sar,14.0673,100.5159,-90.0,8.0495,29.7302,0.396107,auto,0,120,20.0,42.4049,12.2530,302.9731,0.95
train_000942,Train-Target-000942,area,-6.84139066,-92.63089360,4,83,148,1,optical,5.0189,53.7404,8.0,7.4786,48.5842,0.283623,auto,0,120,20.0,94.4586,53.9694,325.8786,0.95
train_001368,Train-Target-001368,area,-22.97255472,31.66463470,8,53,104,1,optical,4.6693,58.2435,8.0,6.7477,77.3776,0.306127,auto,0,120,20.0,289.7107,255.0066,27.1464,0.95
train_000208,Train-Target-000208,area,16.88689044,92.99689072,9,11,160,1,sar,17.3058,67.7381,-90.0,6.9451,64.0405,0.180907,auto,0,120,20.0,97.9130,69.7780,185.5704,0.95
train_000568,Train-Target-000568,area,44.10876780,26.58299284,9,117,228,1,sar,20.4127,84.6252,-90.0,7.3384,28.7250,0.316837,auto,0,120,20.0,157.5544,265.8308,5.5021,0.95
train_002993,Train-Target-002993,area,15.33927027,-43.05707310,9,20,165,1,sar,8.5113,98.6437,-90.0,6.5458,21.8405,0.243767,auto,0,120,20.0,31.6944,17.2141,8.9547,0.95
train_001307,Train-Target-001307,area,28.36139295,120.16500667,10,92,239,1,sar,15.7336,50.0331,-90.0,5.1077,59.3554,0.353748,auto,0,120,20.0,274.2427,279.2450,290.0204,0.95
train_001318,Train-Target-001318,area,3.30101482,-160.55285341,8,4,96,1,optical,3.7066,30.9929,8.0,5.6625,60.0372,0.371879,auto,0,120,20.0,225.0836,257.4575,313.9099,0.95
train_000346,Train-Target-000346,area,61.66979684,56.13833707,9,58,216,1,optical,8.7944,51.2343,8.0,7.4359,86.7671,0.347322,auto,0,120,20.0,224.0628,200.8921,140.6882,0.95
train_003059,Train-Target-003059,area,-54.85161665,155.06607421,9,12,164,1,optical,4.9940,63.3266,8.0,6.2123,76.6809,0.316596,auto,0,120,20.0,116.0852,55.6547,122.4571,0.95
train_002609,Train-Target-002609,area,-45.78571196,-102.99076454,6,166,237,1,infrared,35.2987,144.4026,-90.0,8.2130,83.3938,0.414750,auto,0,120,20.0,35.8548,31.3016,299.4303,0.95
train_001162,Train-Target-001162,point,-41.83925618,158.74385366,5,86,163,1,optical,7.7909,25.5841,8.0,4.9750,65.7828,0.448503,simultaneous,2,120,5.0,,,,
train_001149,Train-Target-001149,area,28.81850732,165.81648843,8,27,142,1,optical,7.0202,61.6752,8.0,5.5313,27.0214,0.308114,auto,0,120,20.0,66.6906,135.5511,335.4254,0.95
train_000904,Train-Target-000904,area,-32.29269449,105.72257149,1,31,106,1,optical,3.7364,22.8175,8.0,5.1314,49.2897,0.349148,auto,0,120,20.0,32.5141,24.9746,346.6869,0.95
train_002518,Train-Target-002518,point,67.47025604,76.55724537,10,84,215,1,optical,9.3438,35.7855,8.0,5.7773,75.3483,0.366234,single,1,120,5.0,,,,
train_002277,Train-Target-002277,area,7.69110931,4.78661275,4,61,199,1,sar,8.3103,69.5964,-90.0,4.6796,49.9509,0.330395,auto,0,120,20.0,112.6795,98.1096,210.3418,0.95
train_002701,Train-Target-002701,area,-13.78808720,-61.58416937,6,55,203,1,optical,6.3811,30.8558,8.0,5.7990,38.0945,0.215815,auto,0,120,20.0,44.2998,28.6695,341.6840,0.95
train_000749,Train-Target-000749,area,37.74301195,-141.11487225,6,181,239,1,optical,7.6161,55.1203,8.0,6.0961,45.7530,0.255339,auto,0,120,20.0,139.8850,69.6145,72.7592,0.95
train_002428,Train-Target-002428,area,-64.24707587,-72.65274212,5,60,210,1,sar,14.1368,98.8166,-90.0,7.4696,79.3221,0.293679,auto,0,120,20.0,40.8949,28.9394,144.1853,0.95
train_002655,Train-Target-002655,area,-7.49210800,-34.54538135,4,40,186,1,infrared,25.4113,136.2435,-90.0,8.0208,41.9406,0.433791,auto,0,120,20.0,91.6086,104.5861,316.1606,0.95
train_000818,Train-Target-000818,area,17.00257176,-9.80326388,1,102,144,1,sar,20.7671,108.5722,-90.0,7.0867,25.0639,0.226662,auto,0,120,20.0,214.5606,203.2158,201.3464,0.95
train_002374,Train-Target-002374,point,-12.84501854,-113.41326129,8,34,137,1,sar,15.5275,75.1243,-90.0,7.4814,57.1906,0.228884,single,1,120,5.0,,,,
train_001855,Train-Target-001855,area,-46.43286125,-134.50707753,6,119,202,1,infrared,32.6945,74.3405,-90.0,6.7021,52.4745,0.432602,auto,0,120,20.0,126.5008,56.2195,38.7882,0.95
train_000647,Train-Target-000647,area,-45.77082940,57.28631395,3,61,110,1,optical,4.6404,43.9531,8.0,6.3722,89.9397,0.249995,auto,0,120,20.0,100.5210,103.4029,64.4903,0.95
train_000564,Train-Target-000564,area,-28.65121423,-153.82443819,5,37,141,1,infrared,20.6103,84.0359,-90.0,7.3253,23.4298,0.202718,auto,0,120,20.0,240.9272,268.2467,226.5596,0.95
train_002820,Train-Target-002820,area,55.24496214,-50.10483747,9,117,186,1,optical,7.6032,12.9089,8.0,7.0221,49.8760,0.211820,auto,0,120,20.0,230.7514,290.6717,279.7269,0.95
train_000853,Train-Target-000853,area,53.99741213,-145.70377226,2,125,177,1,sar,9.7816,106.5840,-90.0,6.7365,36.1564,0.397776,auto,0,120,20.0,290.5357,291.5588,269.3832,0.95
train_002766,Train-Target-002766,area,-52.24929681,100.14291644,5,18,131,1,sar,9.3320,36.7377,-90.0,6.1387,73.4166,0.423840,auto,0,120,20.0,140.1263,252.3029,269.0394,0.95
train_000574,Train-Target-000574,area,13.92929497,79.79542436,7,58,213,1,sar,14.4529,102.1769,-90.0,7.0367,69.6007,0.294679,auto,0,120,20.0,19.0999,49.0957,351.6836,0.95
train_001341,Train-Target-001341,area,-42.59321657,175.65996687,9,11,157,1,optical,4.7457,14.0049,8.0,5.1541,87.0754,0.313770,auto,0,120,20.0,201.8031,262.9212,169.8737,0.95
train_001581,Train-Target-001581,point,-15.39311198,92.98824818,4,13,67,1,sar,10.1946,50.9507,-90.0,4.9003,57.4619,0.301043,single,1,120,5.0,,,,
train_001997,Train-Target-001997,area,-52.27072656,25.21337344,4,73,144,1,infrared,25.7629,49.7699,-90.0,5.3559,28.0276,0.277991,auto,0,120,20.0,25.2921,21.6926,27.9570,0.95
train_002740,Train-Target-002740,area,29.87075345,-37.87941011,1,46,98,1,optical,3.3537,53.4966,8.0,7.1530,73.8144,0.374278,auto,0,120,20.0,20.5480,27.4241,241.7322,0.95
train_000692,Train-Target-000692,point,-47.90391405,24.27775421,7,62,217,1,sar,12.1801,91.1772,-90.0,5.6946,81.1641,0.301519,single,1,120,5.0,,,,
train_000353,Train-Target-000353,area,20.77756193,83.36716263,5,35,185,1,optical,6.2855,44.0569,8.0,6.5724,48.8743,0.425821,auto,0,120,20.0,21.2415,22.6613,202.3630,0.95
train_001093,Train-Target-001093,area,8.45620261,146.32159354,10,68,166,1,optical,9.1718,33.9905,8.0,6.4118,54.1612,0.446892,auto,0,120,20.0,49.3877,34.8257,247.5861,0.95
train_000420,Train-Target-000420,area,-17.55380755,170.62421567,2,69,211,1,optical,9.1951,45.7834,8.0,8.2494,39.0476,0.441881,auto,0,120,20.0,110.5720,89.1485,359.2230,0.95
train_001493,Train-Target-001493,point,13.57527398,27.83617377,9,77,151,1,optical,5.0039,26.0812,8.0,5.8305,61.8479,0.206161,sequential,2,120,5.0,,,,
train_000280,Train-Target-000280,area,48.53681649,4.45385115,1,35,148,1,sar,8.6851,60.4628,-90.0,5.5977,40.2642,0.295887,auto,0,120,20.0,222.5997,208.4403,300.6632,0.95
train_000282,Train-Target-000282,area,-73.08444464,-43.28179318,2,72,173,1,optical,8.4000,15.0513,8.0,8.3077,52.5151,0.383240,auto,0,120,20.0,146.6004,205.4777,292.8632,0.95
train_000076,Train-Target-000076,point,52.49361321,98.02337982,8,114,173,1,optical,7.7164,55.8118,8.0,8.1307,41.6380,0.419658,single,1,120,5.0,,,,
train_002365,Train-Target-002365,area,60.70215198,-152.43064663,1,54,209,1,optical,6.2709,33.0120,8.0,7.7244,34.5501,0.325279,auto,0,120,20.0,30.6615,42.0428,14.0690,0.95
train_000103,Train-Target-000103,area,-67.61111223,-110.37440648,2,117,157,1,optical,2.1858,38.5731,8.0,5.7872,70.5517,0.400100,auto,0,120,20.0,182.7454,142.3716,20.1567,0.95
train_001846,Train-Target-001846,point,-30.15909542,-179.96837326,1,58,172,1,optical,2.4385,64.2435,8.0,5.7955,21.7404,0.365076,single,1,120,5.0,,,,
train_002471,Train-Target-002471,area,-4.14338128,4.04533514,3,92,163,1,optical,4.4779,42.2638,8.0,7.8491,53.2610,0.324492,auto,0,120,20.0,27.4046,18.3824,250.4543,0.95
train_002010,Train-Target-002010,area,-1.66749863,50.41894990,10,73,133,1,sar,14.9799,72.3797,-90.0,4.9314,28.1298,0.283853,auto,0,120,20.0,228.0145,225.4848,77.8953,0.95
train_001088,Train-Target-001088,point,37.12450608,29.84258111,1,24,85,1,sar,17.2397,39.9383,-90.0,7.8311,63.2465,0.404602,single,1,120,5.0,,,,
train_001486,Train-Target-001486,area,-40.50965940,-40.85603157,4,88,235,1,optical,6.9163,40.5109,8.0,8.2771,44.4515,0.231816,auto,0,120,20.0,36.5433,43.0619,242.9082,0.95
train_001666,Train-Target-001666,point,-26.78759563,-128.77745513,1,1,158,1,sar,20.2806,41.8426,-90.0,7.5801,82.0478,0.437495,single,1,120,5.0,,,,
train_001263,Train-Target-001263,area,29.58625667,-133.91107825,9,117,226,1,sar,20.0908,68.9098,-90.0,4.8317,64.5189,0.433026,auto,0,120,20.0,46.5028,16.0105,344.6087,0.95
train_000661,Train-Target-000661,point,64.08943660,-49.71653150,9,30,74,1,sar,13.1639,49.9495,-90.0,5.5246,39.5888,0.401210,sequential,2,120,5.0,,,,
train_002139,Train-Target-002139,area,-2.34417306,154.51782193,3,79,228,1,optical,7.3651,13.6259,8.0,8.1596,73.0555,0.234202,auto,0,120,20.0,66.2121,88.9293,147.8803,0.95
train_000980,Train-Target-000980,area,-32.91280283,140.76088837,5,67,150,1,optical,4.6320,18.5011,8.0,5.8476,32.4640,0.208121,auto,0,120,20.0,224.2297,258.7636,82.5406,0.95
train_001121,Train-Target-001121,area,8.83979857,29.46694308,5,76,165,1,optical,4.4225,21.8242,8.0,6.4528,24.5369,0.221508,auto,0,120,20.0,278.5704,251.9836,172.6481,0.95
train_002043,Train-Target-002043,area,50.43507795,-107.03044979,3,78,236,1,infrared,30.8985,135.1100,-90.0,6.6570,86.1841,0.334900,auto,0,120,20.0,16.2030,48.1587,337.2074,0.95
train_000700,Train-Target-000700,area,-7.51760542,-76.97598052,2,76,217,1,sar,8.0664,91.4291,-90.0,5.3458,21.3719,0.200715,auto,0,120,20.0,140.4492,200.0956,308.7380,0.95
train_001615,Train-Target-001615,area,-21.39190876,-103.78691759,8,99,170,1,sar,15.0336,86.3147,-90.0,5.8382,87.8565,0.340395,auto,0,120,20.0,76.3077,115.2653,309.5957,0.95
